ID,dct:source,ms:resourceName,metadataRecordIdentifier,resourceCreator,ORCID,Creation date,licence,size/amount,categoryLabel,LCRsubclass,subject,language,landingPage,generalDocumentation,annotationSchema,dataFormat,sourceMetadataGeneration,META-SHARE property,ontology,externalResource,externalResource/comment,downloadLocation,distributionLocation/comment,accessLocation ,accessibleThroughQuery,accessibleThroughQuery/comment,comment,,
1064,LOD Cloud,JITA Classification System of Library and Information Science,jita,,,,ODbL,3500,publications,,,,http://www.destin-informatique.com/ASKOSI/Wiki.jsp?page=JITA%20Maintenance,,,,,,,,,,,,,,,,
809,LOD Cloud,Job applicants and unemployment rate in regions of Czech Republic,cz-czso-job-applicants-and-unemployment-rate,,,,CC-zero,18423,government,,,Czech,http://data.czso.cz/resource/dataset/job-applicants-and-unemployment-rate,,,,,,,,,,,,,,,,
810,LOD Cloud,Job applicants in regions of Czech Republic,cz-czso-job-applicants,,,,CC-zero,12978,government,,,Czech,http://data.czso.cz/resource/dataset/job-applicants,,,,,,,,,,,,,,,,
1466,LOD Cloud,John Goodwin's Family Tree,john-goodwins-family-tree,,,,,177867,user_generated,,,,http://www.johngoodwin.me.uk/family/,,,,,,,,,,,,,,,,
384,AnnoHub,Jönkopingsbladet 1840's,,A corpus with texts from Jönkopingsbladet in the 1840's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
385,AnnoHub,Jönkopingsbladet 1850's,,A corpus with texts from Jönkopingsbladet in the 1850's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
386,AnnoHub,Jönkopingsbladet 1870's,,A corpus with texts from Jönkopingsbladet in the 1870's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1467,LOD Cloud,JRC-Names,jrc-names-ec,,,,,72586712,,,,"Arabic, Bulgarian, Danish, Dutch, English, Estonian,
Farsi, French, German, Italian, Norwegian, Polish,
Portuguese, Romanian, Russian, Slovene, Spanish,
Swahili, Swedish, Turkish",https://ec.europa.eu/jrc/en/language-technologies/jrc-names,,,,,,,,,,,,,,,,
1468,LOD Cloud,JRC-Names-MLODE,jrc-names-mlode,,,,,1458828,,,,"Arabic, Bulgarian, Danish, Dutch, English, Estonian,
Farsi, French, German, Italian, Norwegian, Polish,
Portuguese, Romanian, Russian, Slovene, Spanish,
Swahili, Swedish, Turkish",https://ec.europa.eu/jrc/en/language-technologies/jrc-names,,,,,,,,,,,,,,,,
1469,LOD Cloud,JudaicaLink,judaicalink,,,,,0,,,,,,,,,,,,,,,,,,,,,
387,AnnoHub,Judgements,,Metadata generated from USER,,,CC-BY,,linguistics,corpora,,Swedish,,,,,,,,,,,,,,,,,
692,LOD Cloud,Kallikratis municipalities,kallikratis-municipalities,,,,CC-BY-SA,31068,government,,,,http://greek-lod.math.auth.gr/kalikratis/,,,,,,,,,,,,,,,,
388,AnnoHub,Kalmar 1860's,,A corpus with texts from Kalmar in the 1860's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
389,AnnoHub,Kalmar 1870's,,A corpus with texts from Kalmar in the 1870's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
390,AnnoHub,Kalmar 1880's,,A corpus with texts from Kalmar in the 1880's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
391,AnnoHub,Kalmar 1900's,,A corpus with texts from Kalmar in the 1900's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
392,AnnoHub,Kalmar 1910's,,A corpus with texts from Kalmar in the 1910's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
393,AnnoHub,Kammaraktiviteter,,Part of the Riksdag's open data,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1119,LOD Cloud,kastration,maurizio colcuc,,,,ODC-By v1.0,0,cross_domain,,,German,http://www.tierklinik-wien-west.at,,,,,,,,,,,,,,,,
1470,LOD Cloud,Kidney and Urinary Pathway Knowledge Base,kupkb,,,,,7000000,life_sciences,,,,,,,,,,,,,,,,,,,,
1471,LOD Cloud,Kinetic Simulation Algorithm Ontology,bioportal-kisao,,,,,6165,,,,English,http://bioportal.bioontology.org/ontologies/1410,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1472,LOD Cloud,Klappstuhlclub,klappstuhlclub,,,,,1032,user_generated,,,,http://klappstuhlclub.de,,,,,,,,,,,,,,,,
693,LOD Cloud,KM Derecho Laboral,https://uciii.poolparty.biz/KMJuridico.html,,,,CC-BY-SA,0,government,,,Spanish,https://uciii.poolparty.biz/KMJuridico.html,,,,,,,,,,,,,,,,
394,AnnoHub,KOM,,Part of the Riksdag's open data,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
395,LOD Cloud,KORE 50 NIF NER Corpus,kore-50-nif-ner-corpus,,,,CC-BY,1410,linguistics,corpora,,English,,,,ttl,,,N/A,https://ckannet-storage.commondatastorage.googleapis.com/2015-09-22T10:28:30.244Z/dataid.ttl,no,http://apps.yovisto.com/labs/ner-benchmarks/data/kore50-nif-2014-11-03.ttl,yes,unknown,N/A,,,,
1473,LOD Cloud,Korean Institute of Science Technology and Information (RKBExplorer),rkb-explorer-kisti,,,,,12815726,publications,,,,http://kisti.rkbexplorer.com,,,,,,,,,,,,,,,,
396,AnnoHub,KVAH,,Kungl. Vetenskapsakademiens Handlingar,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
397,AnnoHub,Kvinnornas Tidning,,A corpus with texts from the women's newspaper Kvinnornas Tidning,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1474,LOD Cloud,LAAS-CNRS (RKBExplorer),rkb-explorer-laas,,,,,52312,publications,,,,http://laas.rkbexplorer.com,,,,,,,,,,,,,,,,
398,AnnoHub,Läkartidningen medical journal 1997,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
399,AnnoHub,Läkartidningen medical journal 1998,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
400,AnnoHub,Läkartidningen medical journal 1999,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
401,AnnoHub,Läkartidningen medical journal 2000,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
402,AnnoHub,Läkartidningen medical journal 2001,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
403,AnnoHub,Läkartidningen medical journal 2002,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
404,AnnoHub,Läkartidningen medical journal 2003,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
405,AnnoHub,Läkartidningen medical journal 2004,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
406,AnnoHub,Läkartidningen medical journal 2005,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
407,AnnoHub,Läkartidningen medical journal 2006,,Part of the corpus for health care technical language,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
2359,LOD Cloud,Land parcel dataset (LPIS) from Czech Republic,LPIS Czech Republic,"Raul Palma, Soumya Brahma",,,CC-zero,24491282,geography,,,,https://www.foodie-cloud.org/fct/,,,,,,,,,,,,,,,,
408,AnnoHub,LäSBarT,,LäSBarT - Easy to read Swedish and texts from children's books,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1475,LOD Cloud,"Last.FM RDFization of Events, Artists, and Users",rdfize-lastfm,,,,,400000000,media,,,,http://lastfm.rdfize.com,,,,,,,,,,,,,,,,
85,AnnoHub,Laws of 1734 (2017-10-16); 1734 års lag (2017-10-16),,Swedish; Corpus; Laws; The Swedish Laws of 1734.; 1734 års lag.,,,CC BY 4.0,,linguistics,corpora,,Swedish,,,,,Metadata generated from CLARIN,,,,,,,,,,,,
1476,LOD Cloud,LCSubjects.org Library of Congress Subject Headings,lcsubjects,,,,,12113187,,,,,http://lcsubjects.org/,,,,,,,,,,,,,,,,
1477,LOD Cloud,Learning Analytics and Knowledge (LAK) Dataset,lak-dataset,,,,,41.03.00,cross_domain,,,,http://www.solaresearch.org/resources/lak-dataset/,,,,,,,,,,,,,,,Not available,
2325,LOD Cloud,Legija,Uros Susa,Uros Susa,,,CC-zero,10,publications,,,,http://www.facebook.com,,,,,,,,,,,,,,,,
2327,LOD Cloud,Legija Stranaca,Uros Legija Susa,Uros Susa,,,CC-zero,5,user_generated,,,,http://www.legion-etrangere.com,,,,,,,,,,,,,,,,
409,AnnoHub,lemon-UBY FrameNet,,"Semantic Web version of UBY, modeled with the lemon Vocabulary. UBY is a large-scale lexical-semantic resource for natural language processing (NLP). UBY combines a wide range of information from expert-constructed and collaboratively constructed resources for English and German. Currently, UBY integrates 12 resources in two languages by linking them pairwise at the word sense level: WordNet, Wiktionary, OntoWiktionary, Wikipedia, FrameNet, VerbNet, German Wikipedia, GermaNet, IMSLex-Subcat, and multilingual OmegaWiki.lemon is a collaboration between CITEC,DERI, UPM and DFKI. Work on lemon has been partly funded the Monnet project.",,,CC-BY,,linguistics,lexicons and dictionaries,,English,,,lemon,,Metadata generated from USER,,,,,,,,,,,,
413,AnnoHub,lemon-UBY OmegaWiki English,,"Semantic Web version of UBY, modeled with the lemon Vocabulary. UBY is a large-scale lexical-semantic resource for natural language processing (NLP). UBY combines a wide range of information from expert-constructed and collaboratively constructed resources for English and German. Currently, UBY integrates 12 resources in two languages by linking them pairwise at the word sense level: WordNet, Wiktionary, OntoWiktionary, Wikipedia, FrameNet, VerbNet, German Wikipedia, GermaNet, IMSLex-Subcat, and multilingual OmegaWiki.lemon is a collaboration between CITEC,DERI, UPM and DFKI. Work on lemon has been partly funded the Monnet project.",,,CC-BY,,linguistics,lexicons and dictionaries,,"Q'anjob'al,Xhosa,Romansh,Kabuverdianu,Tektiteko,Western Kanjobal,Tok Pisin,Gilbertese,Wymysorys,Erzya,Tigrinya,Amharic,Basque,Lombard,Tonga (Tonga Islands),Yue Chinese,Bishnupriya,Ingush,Mingrelian,Kekchí,Vietnamese,Manx,Breton,Western Mari,Chuj,Võro,Albanian,Mopán Maya,Nyanja,Afrikaans,Kara-Kalpak,Kashubian,Hiligaynon,Megleno Romanian,Turkish,Multiple languages,Eastern Mari,Venetian,Sacapulteco,Southern Sotho,Middle French (ca. 1400-1600),Scottish Gaelic,Bashkir,Chol,Lunda,Abkhazian,Ladin,Bainouk-Gunyaamolo,Norwegian Bokmål,Ukrainian,Jewish Babylonian Aramaic (ca. 200-1200 CE),Volapük,Vlaams,Haitian,Classical Armenian,Halh Mongolian,Bislama,Sanskrit,Old English (ca. 450-1100),Kabyle,Swahili (individual language),Uspanteco,Cornish,Extremaduran,Yucateco,Navajo,Bengali,Umbundu,Kannada,Achi,Japanese,Interlingua (International Auxiliary Language Association),Maore Comorian,Welsh,East Futuna,Arbëreshë Albanian,Hawaiian,Punu,Benga,Ganda,Chechen,Dzongkha,Kélé,Dhivehi,Karachay-Balkar,Portuguese,Tajik,English,Upper Sorbian,Gujarati,Anglo-Norman,Macedonian,Occitan (post 1500),Bavarian,Fon,Ossetian,Tetum,Ligurian,Sundanese,Bosnian,Marathi,Hindi,Sinhala,Samoan,Burmese,Italian,Pennsylvania German,Indonesian,Corsican,Picard,Walloon,Popti',Tosk Albanian,Pontic,Hausa,Iloko,Scots,Old High German (ca. 750-1050),Mocho,K'iche',Yoruba,Malagasy,Estonian,Novial,Ido,Maltese,Lacandon,Croatian,Chuvash,Korean,Norwegian Nynorsk,Tzeltal,Pitjantjatjara,Huastec,Cherokee,Luxembourgish,Saterfriesisch,Esperanto,Faroese,Official Aramaic (700-300 BCE),Interlingue,Thai,Tz'utujil,Old Irish (to 900),German,Lithuanian,Bemba (Zambia),Chortí,Silesian,Limburgan,Tzotzil,Tatar,Réunion Creole French,Southern Balochi,Serbian,Latgalian,Igbo,Arpitan,Egyptian Arabic,Aragonese,Slovenian,Central Kurdish,Hungarian,Chickasaw,Classical Syriac,Latin,Jewish Palestinian Aramaic,Spanish,Tsimihety Malagasy,Telugu,Mirandese,Wolof,Crimean Tatar,Urdu,Sicilian,Akan,Iranian Persian,Tonga (Zambia),Lingala,Uzbek,Piemontese,Lojban,Gheg Albanian,Galician,Khmer,Russian,Poqomam,Swiss German,Moksha,Dutch,Ancient Greek (to 1453),Polish,Latvian,Kotava,Aguacateco,Kirghiz,Asturian,Chicomuceltec,Old French (842-ca. 1400),Sipacapense,Sindhi,Swedish,Middle High German (ca. 1050-1500),Kalaallisut,Church Slavic,Mam,Ottoman Turkish (1500-1928),Vlax Romani,Belarusian,Bulgarian,Lingua Franca Nova,Catalan,Romanian,Somali,Lower Sorbian,Standard Arabic,Eastern Yiddish,Danish,Cebuano,Hebrew,Georgian,Kazakh,Czech,Bakhtiari,Poqomchi',Udmurt,Sranan Tongo,Rapanui,Kaqchikel,Abé,Javanese,Lao,Neapolitan,Ixil,Bambara,Tamil,Slovak,Zulu,Maori,Icelandic,Finnish,Irish,Gilaki,Tojolabal,French,Nhengatu,Chinese,Tabasco Chontal,Malayalam,Armenian,Newari,Araki,Northern Kurdish,Modern Greek (1453-),Kölsch,Ewe,Southern Sami,Nepali (macrolanguage),Achinese,Tagalog,Assamese,Holikachuk",,,lemon,,Metadata generated from USER,,,,,,,,,,,,
417,AnnoHub,lemon-UBY OmegaWiki German,,"Semantic Web version of UBY, modeled with the lemon Vocabulary. UBY is a large-scale lexical-semantic resource for natural language processing (NLP). UBY combines a wide range of information from expert-constructed and collaboratively constructed resources for English and German. Currently, UBY integrates 12 resources in two languages by linking them pairwise at the word sense level: WordNet, Wiktionary, OntoWiktionary, Wikipedia, FrameNet, VerbNet, German Wikipedia, GermaNet, IMSLex-Subcat, and multilingual OmegaWiki.lemon is a collaboration between CITEC,DERI, UPM and DFKI. Work on lemon has been partly funded the Monnet project.",,,CC-BY,,linguistics,lexicons and dictionaries,,"Xhosa,Romansh,Kabuverdianu,Western Kanjobal,Tok Pisin,Gilbertese,Wymysorys,Erzya,Tigrinya,Amharic,Basque,Lombard,Tonga (Tonga Islands),Yue Chinese,Bishnupriya,Ingush,Mingrelian,Kekchí,Vietnamese,Manx,Breton,Western Mari,Võro,Albanian,Nyanja,Afrikaans,Kara-Kalpak,Kashubian,Hiligaynon,Megleno Romanian,Turkish,Multiple languages,Eastern Mari,Venetian,Southern Sotho,Middle French (ca. 1400-1600),Scottish Gaelic,Bashkir,Lunda,Abkhazian,Ladin,Bainouk-Gunyaamolo,Norwegian Bokmål,Ukrainian,Jewish Babylonian Aramaic (ca. 200-1200 CE),Volapük,Vlaams,Haitian,Classical Armenian,Halh Mongolian,Bislama,Sanskrit,Old English (ca. 450-1100),Kabyle,Swahili (individual language),Cornish,Extremaduran,Yucateco,Navajo,Bengali,Umbundu,Kannada,Japanese,Interlingua (International Auxiliary Language Association),Maore Comorian,Welsh,East Futuna,Arbëreshë Albanian,Hawaiian,Punu,Benga,Ganda,Chechen,Dzongkha,Kélé,Dhivehi,Karachay-Balkar,Portuguese,Tajik,English,Upper Sorbian,Gujarati,Anglo-Norman,Macedonian,Occitan (post 1500),Bavarian,Fon,Ossetian,Tetum,Ligurian,Sundanese,Bosnian,Marathi,Hindi,Sinhala,Samoan,Burmese,Italian,Pennsylvania German,Indonesian,Corsican,Picard,Walloon,Tosk Albanian,Pontic,Hausa,Iloko,Scots,Old High German (ca. 750-1050),K'iche',Yoruba,Estonian,Novial,Ido,Maltese,Lacandon,Croatian,Chuvash,Korean,Norwegian Nynorsk,Tzeltal,Pitjantjatjara,Huastec,Cherokee,Luxembourgish,Saterfriesisch,Esperanto,Faroese,Official Aramaic (700-300 BCE),Interlingue,Thai,Tz'utujil,Old Irish (to 900),German,Lithuanian,Bemba (Zambia),Chortí,Silesian,Limburgan,Tzotzil,Tatar,Réunion Creole French,Southern Balochi,Serbian,Latgalian,Igbo,Arpitan,Egyptian Arabic,Aragonese,Slovenian,Central Kurdish,Hungarian,Chickasaw,Classical Syriac,Latin,Jewish Palestinian Aramaic,Spanish,Telugu,Mirandese,Wolof,Crimean Tatar,Urdu,Sicilian,Akan,Iranian Persian,Tonga (Zambia),Lingala,Uzbek,Piemontese,Lojban,Gheg Albanian,Galician,Khmer,Russian,Poqomam,Swiss German,Moksha,Dutch,Ancient Greek (to 1453),Polish,Latvian,Kotava,Kirghiz,Asturian,Chicomuceltec,Old French (842-ca. 1400),Sipacapense,Sindhi,Swedish,Middle High German (ca. 1050-1500),Kalaallisut,Church Slavic,Ottoman Turkish (1500-1928),Vlax Romani,Belarusian,Bulgarian,Lingua Franca Nova,Catalan,Romanian,Somali,Lower Sorbian,Standard Arabic,Eastern Yiddish,Danish,Cebuano,Hebrew,Georgian,Kazakh,Czech,Bakhtiari,Poqomchi',Udmurt,Sranan Tongo,Rapanui,Kaqchikel,Abé,Javanese,Lao,Neapolitan,Ixil,Bambara,Tamil,Slovak,Zulu,Maori,Icelandic,Finnish,Irish,Gilaki,Tojolabal,French,Nhengatu,Chinese,Tabasco Chontal,Malayalam,Armenian,Newari,Araki,Northern Kurdish,Modern Greek (1453-),Kölsch,Ewe,Southern Sami,Nepali (macrolanguage),Achinese,Tagalog,Assamese,Holikachuk",,,lemon,,Metadata generated from USER,,,,,,,,,,,,
421,AnnoHub,lemon-UBY Princeton WordNet 3.0,,"Semantic Web version of UBY, modeled with the lemon Vocabulary. UBY is a large-scale lexical-semantic resource for natural language processing (NLP). UBY combines a wide range of information from expert-constructed and collaboratively constructed resources for English and German. Currently, UBY integrates 12 resources in two languages by linking them pairwise at the word sense level: WordNet, Wiktionary, OntoWiktionary, Wikipedia, FrameNet, VerbNet, German Wikipedia, GermaNet, IMSLex-Subcat, and multilingual OmegaWiki.lemon is a collaboration between CITEC,DERI, UPM and DFKI. Work on lemon has been partly funded the Monnet project.",,,CC-BY,,linguistics,lexicons and dictionaries,,English,,,lemon,,Metadata generated from USER,,,,,,,,,,,,
